Broken Dam,1999-05-01,U,1,{U},Sorcery
Broken Fall,1997-10-14,G,3,{2}{G},Enchantment
Broken Visage,1995-10-01,B,5,{4}{B},Instant
Broken Wings,2020-09-25,G,3,{2}{G},Instant
Brokers Ascendancy,2022-04-29,GUW,3,{G}{W}{U},Enchantment
Brokers Charm,2022-04-29,GUW,3,{G}{W}{U},Instant
Brokers Confluence,2022-04-29,GUW,5,{2}{G}{W}{U},Instant
Brokers Hideout,2022-04-29,,0,,Land
Brokers Initiate,2022-04-29,GUW,1,{W},Creature
Brokers Veteran,2022-04-29,U,2,{1}{U},Creature
Brokers' Safeguard,2022-06-02,UW,2,{W}{U},Instant
"Brokkos, Apex of Forever",2020-04-24,BGU,5,{2}{B}{G}{U},Creature
Brontotherium,2003-02-03,G,6,{4}{G}{G},Creature
Bronze Bombshell,2006-05-05,,4,{4},Artifact;Creature
Bronze Calendar,1998-08-11,,4,{4},Artifact
Bronze Cudgels,2022-02-18,,1,{1},Artifact
Bronze Guardian,2021-04-23,W,5,{4}{W},Artifact;Creature
Bronze Horse,1994-06-01,,7,{7},Artifact;Creature
Bronze Sable,2013-09-27,,2,{2},Artifact;Creature
Bronze Sword,2020-01-24,,1,{1},Artifact
Bronze Tablet,1994-03-04,,6,{6},Artifact
Bronze Walrus,2022-06-10,,3,{3},Artifact;Creature
Bronzebeak Foragers,2023-11-17,W,4,{3}{W},Creature
Bronzebeak Moa,2013-05-03,GW,4,{2}{G}{W},Creature
Bronzehide Lion,2020-01-24,GW,2,{G}{W},Creature
Bronzeplate Boar,2022-02-18,R,3,{2}{R},Artifact;Creature
Brood Birthing,2010-04-23,R,2,{1}{R},Sorcery
Brood Butcher,2015-10-02,BG,5,{3}{B}{G},Creature
Brood Keeper,2014-07-18,R,4,{3}{R},Creature
Brood Monitor,2015-10-02,G,6,{4}{G}{G},Creature
Brood Sliver,2003-02-03,G,5,{4}{G},Creature
Brood Weaver,2021-09-24,G,4,{3}{G},Creature
Brood of Cockroaches,1997-02-03,B,2,{1}{B},Creature
Broodbirth Viper,2015-11-13,U,5,{4}{U},Creature
Broodhatch Nantuko,2002-10-07,G,2,{1}{G},Creature
Broodheart Engine,2025-02-14,BG,2,{B}{G},Artifact
Broodhunter Wurm,2015-10-02,G,4,{3}{G},Creature
Brooding Saurian,2006-07-21,G,4,{2}{G}{G},Creature
Broodlord,2022-10-07,G,4,{X}{3}{G},Creature
Broodmate Dragon,2008-10-03,BGR,6,{3}{B}{R}{G},Creature
Broodmate Tyrant,2024-06-14,BGR,7,{4}{B}{R}{G},Creature
Broodrage Mycoid,2023-11-17,B,4,{3}{B},Creature
Broodspinner,2024-09-27,BG,2,{B}{G},Creature
Broodstar,2003-10-02,U,10,{8}{U}{U},Creature
Broodwarden,2010-04-23,G,5,{3}{G}{G},Creature
Brotherhood Ambushers,2024-07-05,B,5,{4}{B},Creature
Brotherhood Headquarters,2024-07-05,,0,,Land
Brotherhood Outcast,2024-03-08,W,3,{2}{W},Creature
Brotherhood Patriarch,2024-07-05,B,4,{3}{B},Creature
Brotherhood Regalia,2024-07-05,,2,{2},Artifact
Brotherhood Scribe,2024-03-08,W,2,{1}{W},Creature
Brotherhood Spy,2024-07-05,U,2,{1}{U},Creature
Brotherhood Vertibird,2024-03-08,,3,{3},Artifact
Brotherhood's End,2022-11-18,R,3,{1}{R}{R},Sorcery
Brothers Yamazaki,2004-10-01,R,3,{2}{R},Creature
Brothers of Fire,1994-08-01,R,3,{1}{R}{R},Creature
Brought Back,2019-07-12,W,2,{W}{W},Instant
Browbeat,2002-05-27,R,3,{2}{R},Sorcery
Brown Ouphe,1995-06-03,G,1,{G},Creature
Browse,1996-06-10,U,4,{2}{U}{U},Enchantment
"Brudiclad, Telchor Engineer",2018-08-09,RU,6,{4}{U}{R},Artifact;Creature
Bruenor Battlehammer,2021-07-23,RW,4,{2}{R}{W},Creature
"Bruna, Light of Alabaster",2012-05-04,UW,6,{3}{W}{W}{U},Creature
"Bruna, the Fading Light // Brisela, Voice of Nightmares",2016-07-22,W,7,{5}{W}{W},Creature
"Bruse Tarl, Boorish Herder",2016-11-11,RW,4,{2}{R}{W},Creature
"Bruse Tarl, Roving Rancher",2024-04-19,RW,4,{2}{R}{W},Creature
Brush with Death,1998-03-02,B,3,{2}{B},Sorcery
Brushfire Elemental,2020-09-25,GR,2,{R}{G},Creature
Brushland,1995-06-03,GW,0,,Land
Brushstrider,2012-10-05,G,2,{1}{G},Creature
Brushstroke Paintermage,2004-11-19,U,4,{3}{U},Creature
Brushwagg,1996-10-08,G,3,{1}{G}{G},Creature
Brutal Cathar // Moonrage Brute,2021-09-24,RW,3,{2}{W},Creature
Brutal Deceiver,2004-10-01,R,3,{2}{R},Creature
Brutal Expulsion,2015-10-02,RU,4,{2}{U}{R},Instant
Brutal Hordechief,2015-01-23,BRW,4,{3}{B},Creature
Brutal Nightstalker,1998-06-24,B,5,{3}{B}{B},Creature
Brutal Suppression,2000-06-05,R,1,{R},Enchantment
Brutalizer Exarch,2011-05-13,G,6,{5}{G},Creature
Brute Force,2007-02-02,R,1,{R},Instant
Brute Strength,2016-01-22,R,2,{1}{R},Instant
Brute Suit,2022-02-18,,3,{3},Artifact
Bruvac the Grandiloquent,2020-07-17,U,3,{2}{U},Creature
Bubble Matrix,1997-06-09,,4,{4},Artifact
Bubble Smuggler,2024-02-09,U,2,{1}{U},Creature
Bubble Snare,2020-09-25,U,1,{U},Enchantment
Bubbling Beebles,1999-06-07,U,5,{4}{U},Creature
Bubbling Cauldron,2013-07-19,,2,{2},Artifact
Bubbling Muck,1999-06-07,B,1,{B},Sorcery
Buccaneer's Bravado,2018-01-19,R,2,{1}{R},Instant
Bucket List,2019-11-07,RU,3,{1}{U}{R},Enchantment
Bucknard's Everfull Purse,2021-07-23,,2,{2},Artifact
Bucolic Ranch,2024-04-19,,0,,Land
"Budoka Gardener // Dokai, Weaver of Life",2004-10-01,G,2,{1}{G},Creature
"Budoka Pupil // Ichiga, Who Topples Oaks",2005-02-04,G,3,{1}{G}{G},Creature
Builder's Bane,1996-10-08,R,1,{X}{X}{R},Sorcery
Builder's Blessing,2012-05-04,W,4,{3}{W},Enchantment
Builder's Talent,2024-08-02,W,2,{1}{W},Enchantment
Built Bear,2024-08-02,G,2,{1}{G},Creature
Built to Last,2016-09-30,W,1,{W},Instant
Built to Smash,2016-09-30,R,1,{R},Instant
Bulette,2021-07-23,G,4,{3}{G},Creature
Bulk Up,2024-11-15,R,2,{1}{R},Instant
Bull Aurochs,2006-07-21,G,2,{1}{G},Creature
Bull Cerodon,2008-10-03,RW,6,{4}{R}{W},Creature
Bull Elephant,1997-02-03,G,4,{3}{G},Creature
Bull Hippo,1997-05-01,G,4,{3}{G},Creature
Bull Rush,2010-02-05,R,1,{R},Instant
Bull's Strength,2021-07-23,G,2,{1}{G},Instant
Bull-Rush Bruiser,2018-06-08,R,4,{3}{R},Creature
Bullwhip,1998-03-02,,4,{4},Artifact
Bulwark,1998-10-12,R,5,{3}{R}{R},Enchantment
Bulwark Giant,2019-05-03,W,6,{5}{W},Creature
Bulwark Ox,2025-02-14,W,2,{1}{W},Creature
Bumbleflower's Sharepot,2024-08-02,,2,{2},Artifact
Bumbling Pangolin,2017-12-08,R,4,{3}{R},Creature
Bump in the Night,2011-09-30,BR,1,{B},Sorcery
Bumper Cars,2022-10-07,,0,,Artifact
Buoyancy,1999-10-04,U,2,{1}{U},Enchantment
"Burakos, Party Leader",2022-06-10,B,4,{3}{B},Creature
Burden of Greed,2004-02-06,B,4,{3}{B},Instant
Burden of Guilt,2012-02-03,W,1,{W},Enchantment
Burden of Proof,2024-02-09,U,2,{1}{U},Enchantment
Burdened Aerialist,2021-06-18,U,3,{2}{U},Creature
Bureau Headmaster,2024-07-05,RW,2,{R}{W},Creature
Bureaucracy,1998-08-11,U,5,{3}{U}{U},Enchantment
Burgeoning,1998-03-02,G,1,{G},Enchantment
Burglar Rat,2018-10-05,B,2,{1}{B},Creature
Buried Alive,1997-06-09,B,3,{2}{B},Sorcery
Buried Ogre,2019-11-07,B,4,{1}{B}{B}{B},Creature
Buried Ruin,2011-07-15,,0,,Land
Buried Treasure,2023-11-17,,2,{2},Artifact
Buried in the Garden,2024-02-09,GW,4,{2}{G}{W},Enchantment
Burlfist Oak,2020-07-03,G,4,{2}{G}{G},Creature
Burly Breaker // Dire-Strain Demolisher,2021-09-24,G,5,{3}{G}{G},Creature
Burn Away,2014-09-26,R,5,{4}{R},Instant
Burn Bright,2019-01-25,R,3,{2}{R},Instant
Burn Down the House,2021-09-24,R,5,{3}{R}{R},Sorcery
Burn Trail,2008-05-02,R,4,{3}{R},Sorcery
Burn at the Stake,2012-05-04,R,5,{2}{R}{R}{R},Sorcery
Burn from Within,2016-04-08,R,1,{X}{R},Sorcery
Burn the Accursed,2021-09-24,R,5,{4}{R},Instant
Burn the Impure,2011-02-04,R,2,{1}{R},Instant
Burn the Phyresis,2023-02-15,R,3,{2}{R},Enchantment
Burner Rocket,2025-02-14,R,2,{1}{R},Artifact
Burning Anger,2014-07-18,R,5,{4}{R},Enchantment
Burning Cinder Fury of Crimson Chaos Fire,1998-08-11,R,4,{3}{R},Enchantment
Burning Cloak,1997-05-01,R,1,{R},Sorcery
Burning Earth,2013-07-19,R,4,{3}{R},Enchantment
Burning Fields,1999-05-01,R,5,{4}{R},Sorcery
Burning Hands,2021-07-23,R,2,{1}{R},Instant
Burning Inquiry,2009-07-17,R,1,{R},Sorcery
Burning Oil,2012-02-03,RW,2,{1}{R},Instant
Burning Palm Efreet,1996-10-08,R,4,{2}{R}{R},Creature
Burning Prophet,2019-05-03,R,2,{1}{R},Creature
Burning Sands,2001-10-01,R,5,{3}{R}{R},Enchantment
Burning Shield Askari,1996-10-08,R,3,{2}{R},Creature
Burning Sun Cavalry,2023-11-17,R,2,{1}{R},Creature
Burning Sun's Avatar,2017-09-29,R,6,{3}{R}{R}{R},Creature
Burning Sun's Fury,2023-04-21,R,2,{1}{R},Instant
Burning Vengeance,2011-09-30,R,3,{2}{R},Enchantment
Burning Wish,2002-05-27,R,2,{1}{R},Sorcery
Burning of Xinye,1999-05-01,R,6,{4}{R}{R},Sorcery
Burning-Eye Zubera,2005-06-03,R,4,{2}{R}{R},Creature
Burning-Fist Minotaur,2017-07-14,R,2,{1}{R},Creature
Burning-Rune Demon,2021-02-05,B,6,{4}{B}{B},Creature
Burning-Tree Bloodscale,2006-02-03,GR,4,{2}{R}{G},Creature
Burning-Tree Emissary,2013-02-01,GR,2,{R/G}{R/G},Creature
Burning-Tree Shaman,2006-02-03,GR,3,{1}{R}{G},Creature
Burning-Tree Vandal,2019-01-25,R,3,{2}{R},Creature
Burning-Yard Trainer,2019-10-04,R,5,{4}{R},Creature
Burnished Hart,2013-09-27,,3,{3},Artifact;Creature
Burnout,1996-06-10,R,2,{1}{R},Instant
Burnout Bashtronaut,2025-02-14,R,1,{R},Creature
Burnt Offering,1995-06-03,BR,1,{B},Instant
Burr Grafter,2004-10-01,G,4,{3}{G},Creature
Burrenton Bombardier,2008-02-01,W,3,{2}{W},Creature
Burrenton Forge-Tender,2007-10-12,W,1,{W},Creature
Burrenton Shield-Bearers,2008-02-01,W,5,{4}{W},Creature
Burrog Befuddler,2021-04-23,U,2,{1}{U},Creature
Burrowguard Mentor,2024-08-02,GW,2,{G}{W},Creature
Burrowing,1993-08-05,R,1,{R},Enchantment
Burrowing Razormaw,2022-11-18,G,3,{2}{G},Creature
Burst Lightning,2009-10-02,R,1,{R},Instant
Burst of Energy,1999-02-15,W,1,{W},Instant
Burst of Speed,2009-07-17,R,1,{R},Sorcery
Burst of Strength,2013-02-01,G,1,{G},Instant
Bursting Beebles,2004-11-19,U,3,{2}{U},Creature
Bury in Books,2021-04-23,U,5,{4}{U},Instant
Bushi Tenderfoot // Kenzo the Hardhearted,2004-10-01,W,1,{W},Creature
Bushmeat Poacher,2020-04-24,B,4,{3}{B},Creature
Bushwhack,2022-11-18,G,1,{G},Sorcery
Bushy Bodyguard,2024-08-02,G,2,{1}{G},Creature
Busted!,2022-10-07,U,2,{1}{U},Instant
"Butch DeLoria, Tunnel Snake",2024-03-08,B,2,{1}{B},Creature
Butcher Ghoul,2012-05-04,B,2,{1}{B},Creature
Butcher Orgg,2002-10-07,R,7,{4}{R}{R}{R},Creature
Butcher of Malakir,2010-02-05,B,7,{5}{B}{B},Creature
Butcher of the Horde,2014-09-26,BRW,4,{1}{R}{W}{B},Creature
Butcher's Cleaver,2011-09-30,,3,{3},Artifact
Butcher's Glee,2015-03-27,B,3,{2}{B},Instant
"Butterbur, Bree Innkeeper",2023-06-23,GW,4,{2}{G}{W},Creature
"Buxton, Decorated Host",2024-08-20,GW,5,{3}{G}{W},Creature
Buy Your Silence,2022-04-29,W,5,{4}{W},Sorcery
Buzz Buggy,2017-12-08,,0,,Artifact
Buzzing Whack-a-Doodle,2017-12-08,,4,{4},Artifact
By Elspeth's Command,2022-12-13,W,3,{2}{W},Enchantment
By Force,2017-04-28,R,1,{X}{R},Sorcery
By Gnome Means,2017-12-08,W,3,{2}{W},Enchantment
By Invitation Only,2021-11-19,W,5,{3}{W}{W},Sorcery
Bygone Bishop,2016-04-08,W,3,{2}{W},Creature
Bygone Marvels,2023-11-17,G,2,{G}{G},Sorcery
"Byode, Inverse Sun",2022-08-01,BU,4,{2}{U}{B},Universewalker
"Byrke, Long Ear of the Law",2024-08-02,GW,6,{4}{G}{W},Creature
Byway Barterer,2024-08-02,R,3,{2}{R},Creature
Byway Courier,2016-04-08,G,3,{2}{G},Creature
Bösium Strip,1997-06-09,,3,{3},Artifact
C.A.M.P.,2024-03-08,,3,{3},Artifact
Cabal Archon,2002-10-07,B,3,{2}{B},Creature
Cabal Coffers,2002-02-04,B,0,,Land
Cabal Conditioning,2003-05-26,B,7,{6}{B},Sorcery
Cabal Evangel,2018-04-27,B,2,{1}{B},Creature
Cabal Executioner,2002-10-07,B,4,{2}{B}{B},Creature
Cabal Initiate,2021-06-18,B,2,{1}{B},Creature
Cabal Inquisitor,2001-10-01,B,2,{1}{B},Creature
Cabal Interrogator,2003-05-26,B,2,{1}{B},Creature
Cabal Paladin,2018-04-27,B,4,{3}{B},Creature
Cabal Patriarch,2001-10-01,B,6,{3}{B}{B}{B},Creature
Cabal Pit,2001-10-01,B,0,,Land
Cabal Ritual,2002-02-04,B,2,{1}{B},Instant
Cabal Shrine,2001-10-01,B,3,{1}{B}{B},Enchantment
Cabal Slaver,2002-10-07,B,3,{2}{B},Creature
Cabal Stronghold,2018-04-27,B,0,,Land
Cabal Surgeon,2002-02-04,B,4,{2}{B}{B},Creature
Cabal Therapist,2019-06-14,B,1,{B},Creature
Cabal Therapy,2002-05-27,B,1,{B},Sorcery
Cabal Torturer,2002-02-04,B,3,{1}{B}{B},Creature
Cabal Trainee,2002-05-27,B,1,{B},Creature
Cabaretti Ascendancy,2022-04-29,GRW,3,{R}{G}{W},Enchantment
Cabaretti Charm,2022-04-29,GRW,3,{R}{G}{W},Instant
Cabaretti Confluence,2022-04-29,GRW,6,{3}{R}{G}{W},Sorcery
Cabaretti Courtyard,2022-04-29,,0,,Land
Cabaretti Initiate,2022-04-29,GRW,1,{G},Creature
Cabaretti Revels,2022-06-02,GR,3,{1}{R}{G},Enchantment
Cache Grab,2024-08-02,G,2,{1}{G},Instant
Cache Raiders,2008-07-25,U,5,{3}{U}{U},Creature
Cached Defenses,2015-01-23,G,3,{2}{G},Sorcery
Cackling Counterpart,2011-09-30,U,3,{1}{U}{U},Instant
Cackling Fiend,1998-10-12,B,4,{2}{B}{B},Creature
Cackling Flames,2006-05-05,R,4,{3}{R},Instant
Cackling Imp,2004-06-04,B,4,{2}{B}{B},Creature
Cackling Observer,2024-03-05,B,3,{1}{B}{B},Creature
Cackling Prowler,2024-11-15,G,4,{3}{G},Creature
Cackling Slasher,2024-09-27,B,4,{3}{B},Creature
Cackling Witch,1999-10-04,B,2,{1}{B},Creature
Cacophodon,2018-01-19,G,4,{3}{G},Creature
Cacophony Scamp,2023-02-03,R,1,{R},Creature
Cacophony Unleashed,2023-08-04,B,7,{5}{B}{B},Enchantment
Cactarantula,2024-04-19,G,6,{4}{G}{G},Creature
Cactus Preserve,2024-04-19,,0,,Land
Cactusfolk Sureshot,2024-04-19,GR,4,{2}{R}{G},Creature
Cadaver Imp,2010-04-23,B,3,{1}{B}{B},Creature
Cadaverous Bloom,1996-10-08,BG,5,{3}{B}{G},Enchantment
Cadaverous Knight,1996-10-08,B,3,{2}{B},Creature
"Cadira, Caller of the Small",2022-06-10,GW,3,{1}{G}{W},Creature
"Cadric, Soul Kindler",2022-09-09,RW,4,{2}{R}{W},Creature
"Caduceus, Staff of Hermes",2024-07-05,W,3,{2}{W},Artifact
"Caelorna, Coral Tyrant",2025-02-14,U,2,{1}{U},Creature
"Caesar, Legion's Emperor",2024-03-08,BRW,4,{1}{R}{W}{B},Creature
Cage of Hands,2004-10-01,W,3,{2}{W},Enchantment
Caged Sun,2011-05-13,,6,{6},Artifact
Caged Zombie,2020-07-03,B,3,{2}{B},Creature
Cagemail,2002-05-27,W,2,{1}{W},Enchantment
Cairn Wanderer,2007-10-12,B,5,{4}{B},Creature
"Cait, Cage Brawler",2024-03-08,GR,2,{R}{G},Creature
Calamitous Cave-In,2023-11-17,R,4,{3}{R},Sorcery
Calamitous Tide,2024-08-02,U,6,{4}{U}{U},Sorcery
Calamity Bearer,2021-02-05,R,4,{2}{R}{R},Creature
Calamity of Cinders,2024-08-02,R,7,{5}{R}{R},Sorcery
Calamity of the Titans,2023-08-04,,6,{4}{C}{C},Sorcery
Calamity's Wake,2022-11-18,W,2,{1}{W},Instant
"Calamity, Galloping Inferno",2024-04-19,R,6,{4}{R}{R},Creature
Calciderm,2007-02-02,W,4,{2}{W}{W},Creature
Calciform Pools,2006-10-06,UW,0,,Land
Calcite Snapper,2010-02-05,U,3,{1}{U}{U},Creature
Calculated Dismissal,2015-07-17,U,3,{2}{U},Instant
Calculating Lich,2022-06-10,B,6,{4}{B}{B},Creature
Caldaia Guardian,2022-04-29,G,4,{3}{G},Creature
Caldaia Strongarm,2022-04-29,G,5,{4}{G},Creature
Caldera Breaker,2023-12-05,R,6,{3}{R}{R}{R},Artifact;Creature
Caldera Hellion,2008-10-03,R,5,{3}{R}{R},Creature
Caldera Kavu,2001-02-05,BGR,3,{2}{R},Creature
Caldera Lake,1997-10-14,RU,0,,Land
Calibrated Blast,2021-06-18,R,3,{2}{R},Instant
Caligo Skin-Witch,2018-04-27,B,2,{1}{B},Creature
"Calim, Djinn Emperor",2022-07-07,U,6,{3}{U}{U}{U},Creature
"Calix, Destiny's Hand",2020-01-24,GW,4,{2}{G}{W},Planeswalker
"Calix, Guided by Fate",2023-05-12,GW,3,{1}{G}{W},Enchantment;Creature
Call Forth the Tempest,2023-06-23,R,8,{5}{R}{R}{R},Sorcery
Call In a Professional,2022-04-29,R,3,{2}{R},Instant
Call Up Emrakul to Help,2023-02-15,,7,{7},Instant
Call a Surprise Witness,2024-02-09,W,2,{1}{W},Sorcery
Call for Aid,2023-06-23,R,5,{4}{R},Sorcery
Call for Blood,2005-02-04,B,5,{4}{B},Instant
Call for Unity,2017-01-20,W,5,{3}{W}{W},Enchantment
Call from the Grave,1997-04-01,B,3,{2}{B},Sorcery
Call of the Conclave,2012-10-05,GW,2,{G}{W},Sorcery
Call of the Death-Dweller,2020-04-24,B,3,{2}{B},Sorcery
Call of the Full Moon,2015-07-17,R,2,{1}{R},Enchantment
Call of the Herd,2001-10-01,G,3,{2}{G},Sorcery
Call of the Nightwing,2013-02-01,BU,4,{2}{U}{B},Sorcery
Call of the Ring,2023-06-23,B,2,{1}{B},Enchantment
Call of the Wild,1997-06-09,G,4,{2}{G}{G},Enchantment
Call the Bloodline,2016-04-08,B,2,{1}{B},Enchantment
Call the Cavalry,2018-04-27,W,4,{3}{W},Sorcery
Call the Coppercoats,2020-04-17,W,3,{2}{W},Instant
Call the Gatewatch,2016-01-22,W,3,{2}{W},Sorcery
Call the Scions,2015-10-02,G,3,{2}{G},Sorcery
Call the Skybreaker,2008-07-25,RU,7,{5}{U/R}{U/R},Sorcery
Call to Arms,1995-06-03,W,2,{1}{W},Enchantment
Call to Glory,2004-10-01,W,2,{1}{W},Instant
Call to Heel,2008-10-03,U,2,{1}{U},Instant
Call to Mind,2010-07-16,U,3,{2}{U},Sorcery
Call to Serve,2012-05-04,W,2,{1}{W},Enchantment
Call to the Feast,2017-09-29,BW,4,{2}{W}{B},Sorcery
Call to the Grave,2003-05-26,B,5,{4}{B},Enchantment
Call to the Kindred,2012-02-03,U,4,{3}{U},Enchantment
Call to the Netherworld,2006-10-06,B,1,{B},Sorcery
Call to the Void,2022-06-10,B,5,{4}{B},Sorcery
"Callaphe, Beloved of the Sea",2020-01-24,U,3,{1}{U}{U},Enchantment;Creature
Caller of Gales,2009-10-02,U,1,{U},Creature
Caller of the Claw,2003-02-03,G,3,{2}{G},Creature
Caller of the Hunt,1999-10-04,G,3,{2}{G},Creature
Caller of the Pack,2015-11-13,G,7,{5}{G}{G},Creature
Caller of the Untamed,2016-08-26,G,4,{3}{G},Creature
Callidus Assassin,2022-10-07,BU,6,{4}{U}{B},Creature
Callous Bloodmage,2021-04-23,B,3,{2}{B},Creature
Callous Deceiver,2004-10-01,U,3,{2}{U},Creature
Callous Dismissal,2019-05-03,U,2,{1}{U},Sorcery
Callous Giant,2000-10-02,R,6,{4}{R}{R},Creature
Callous Oppressor,2002-10-07,U,3,{1}{U}{U},Creature
Callous Sell-Sword // Burn Together,2023-09-08,BR,2,{1}{B},Creature
Callow Jushi // Jaraku the Interloper,2005-02-04,U,3,{1}{U}{U},Creature
Calming Licid,1998-03-02,W,3,{2}{W},Creature
Calming Verse,2000-06-05,G,4,{3}{G},Sorcery
Caltrops,1999-06-07,,3,{3},Artifact
Camaraderie,2018-10-05,GW,6,{4}{G}{W},Sorcery
Camato Scout,2001-06-28,U,3,{1}{U}{U},Creature
Camel,1993-12-17,W,1,{W},Creature
"Camellia, the Seedmiser",2024-08-02,BG,3,{1}{B}{G},Creature
Camera Launcher,2025-02-14,,3,{3},Artifact;Creature
Camouflage,1993-08-05,G,1,{G},Instant
Campaign of Vengeance,2016-07-22,BW,5,{3}{W}{B},Enchantment
Campfire,2022-06-10,,1,{1},Artifact
Campus Guide,2021-04-23,,2,{2},Artifact;Creature
Campus Renovation,2023-05-12,RW,5,{3}{R}{W},Sorcery
Can't Quite Recall,2024-08-02,U,1,{U},Instant
Can't Stay Away,2021-09-24,BW,2,{W}{B},Sorcery
Canal Courier,2016-08-26,U,6,{5}{U},Creature
Canal Dredger,2014-06-06,,4,{4},Artifact;Creature
Canal Monitor,2018-01-19,B,5,{4}{B},Creature
Cancel,2006-10-06,U,3,{1}{U}{U},Instant
Candelabra of Tawnos,1994-03-04,,1,{1},Artifact
Candlegrove Witch,2021-09-24,W,2,{1}{W},Creature
Candlekeep Inspiration,2022-06-10,U,5,{4}{U},Sorcery
Candlekeep Sage,2022-06-10,U,3,{2}{U},Enchantment
Candlelight Vigil,2018-10-05,W,4,{3}{W},Enchantment
Candlelit Cavalry,2021-09-24,G,5,{4}{G},Creature
Candles of Leng,2006-10-06,,2,{2},Artifact
Candles' Glow,2004-10-01,W,2,{1}{W},Instant
Candlestick,2024-02-09,U,1,{U},Artifact
Candletrap,2021-09-24,W,1,{W},Enchantment
Candy Grapple,2023-09-08,B,2,{1}{B},Instant
Candy Trail,2023-09-08,,1,{1},Artifact
Canker Abomination,2008-07-25,BG,4,{2}{B/G}{B/G},Creature
Cankerbloom,2023-02-03,G,2,{1}{G},Creature
Cankerous Thirst,2008-07-25,BG,4,{3}{B/G},Instant
Cannibalize,1998-03-02,B,2,{1}{B},Sorcery
Canonized in Blood,2023-11-17,B,2,{1}{B},Enchantment
Canoptek Scarab Swarm,2022-10-07,,4,{4},Artifact;Creature
Canoptek Spyder,2022-10-07,,5,{5},Artifact;Creature
Canoptek Tomb Sentinel,2022-10-07,,4,{4},Artifact;Creature
Canoptek Wraith,2022-10-07,,3,{3},Artifact;Creature
Canopy Baloth,2020-09-25,G,4,{3}{G},Creature
Canopy Claws,2002-05-27,G,1,{G},Instant
Canopy Cover,2010-02-05,G,2,{1}{G},Enchantment
Canopy Crawler,2003-02-03,G,4,{3}{G},Creature
Canopy Dragon,1996-10-08,G,6,{4}{G}{G},Creature
Canopy Gorger,2016-01-22,G,6,{4}{G}{G},Creature
Canopy Spider,1997-10-14,G,2,{1}{G},Creature
Canopy Stalker,2020-07-03,G,4,{3}{G},Creature
Canopy Surge,2000-10-02,G,2,{1}{G},Sorcery
Canopy Tactician,2021-02-05,G,4,{3}{G},Creature
Canopy Vista,2015-10-02,GW,0,,Land
Cantivore,2001-10-01,W,3,{1}{W}{W},Creature
Canyon Crab,2024-04-19,U,2,{1}{U},Creature
Canyon Drake,1997-10-14,R,4,{2}{R}{R},Creature
Canyon Jerboa,2020-09-25,W,3,{2}{W},Creature
Canyon Lurkers,2014-09-26,R,5,{4}{R},Creature
Canyon Minotaur,2009-02-06,R,4,{3}{R},Creature
Canyon Slough,2017-04-28,BR,0,,Land
Canyon Vaulter,2025-02-14,W,2,{1}{W},Creature
Canyon Wildcat,1997-10-14,R,2,{1}{R},Creature
"Cao Cao, Lord of Wei",1999-05-01,B,5,{3}{B}{B},Creature
"Cao Ren, Wei Commander",1999-05-01,B,4,{2}{B}{B},Creature
Caparocti Sunborn,2023-11-17,RW,4,{2}{R}{W},Creature
Capashen Knight,1999-06-07,W,2,{1}{W},Creature
Capashen Standard,1999-06-07,W,1,{W},Enchantment
Capashen Templar,1999-06-07,W,3,{2}{W},Creature
Capashen Unicorn,2000-10-02,W,2,{1}{W},Creature
Capenna Express,2022-04-29,G,4,{3}{G},Artifact
Capital Punishment,2016-08-26,B,6,{4}{B}{B},Sorcery
Caprichrome,2021-06-18,W,4,{3}{W},Artifact;Creature
Capricious Efreet,2009-07-17,R,6,{4}{R}{R},Creature
Capricious Hellraiser,2023-02-03,R,6,{3}{R}{R}{R},Creature
Capricious Sliver,2023-08-04,R,4,{3}{R},Creature
Capricious Sorcerer,1997-05-01,U,3,{2}{U},Creature
Capricopian,2020-04-17,G,1,{X}{G},Creature
Capsize,1997-10-14,U,3,{1}{U}{U},Instant
"Captain America, First Avenger",2019-12-02,RUW,3,{R}{W}{U},Creature
Captain Eberhart,2021-12-09,W,2,{1}{W},Creature
"Captain Howler, Sea Scourge",2025-02-14,RU,4,{2}{U}{R},Creature
Captain Lannery Storm,2017-09-29,R,3,{2}{R},Creature
Captain N'ghathrod,2022-06-10,BU,5,{3}{U}{B},Creature
Captain Rex Nebula,2022-10-07,RW,3,{1}{R}{W},Creature
Captain Ripley Vance,2021-06-18,R,3,{2}{R},Creature
Captain Sisay,2000-10-02,GW,4,{2}{G}{W},Creature
"Captain Storm, Cosmium Raider",2023-11-17,RU,2,{U}{R},Creature
Captain Vargus Wrath,2020-11-20,RU,2,{U}{R},Creature
Captain of Umbar,2023-06-23,U,3,{2}{U},Creature
Captain of the Mists,2012-05-04,U,3,{2}{U},Creature
Captain of the Watch,2009-07-17,W,6,{4}{W}{W},Creature
Captain's Call,2012-07-13,W,4,{3}{W},Sorcery
Captain's Claws,2016-01-22,,2,{2},Artifact
Captain's Hook,2018-01-19,,3,{3},Artifact
Captain's Maneuver,2001-06-04,RW,2,{X}{R}{W},Instant
Captivating Cave,2023-11-17,,0,,Land
Captivating Crew,2017-09-29,R,4,{3}{R},Creature
Captivating Crossroads,2023-10-10,,0,,Land
Captivating Glance,2007-10-12,U,3,{2}{U},Enchantment
